Período,1º Campo,2º Campo,Milha,KPI,Meta 4 Pontos,Meta 2 Pontos,Resultado Final,PESO,Pontuação Máxima,Pontuação Atingida,GAP Pontuação,GAP Peso Ponderado
W16,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,97.46 %,5,20,10,-10.00 🔴,0
Mai,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,96.08 %,5,20,0,-20.00 🔴,1
W21,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,96.27 %,5,20,0,-20.00 🔴,1
W13,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,96.34 %,5,20,0,-20.00 🔴,1
W10,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,97.24 %,5,20,10,-10.00 🔴,0
W9,JM TRANSP.,,LM,Delivery Success,> 98.2 %,> 97.2 %,96.6 %,5,20,0,-20.00 🔴,1
Abr,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,80.29 %,4,16,0,-16.00 🔴,1
W9,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,93.67 %,4,16,16,0.00 🟢,0
Mar,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,89.85 %,4,16,8,-8.00 🔴,0
W13,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,92.59 %,4,16,16,0.00 🟢,0
W20,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,85.58 %,4,16,0,-16.00 🔴,0
W23,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,85.01 %,4,16,0,-16.00 🔴,1
W6,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,88.1 %,4,16,8,-8.00 🔴,0
W29,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,100 %,4,16,16,0.00 🟢,0
W27,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,85.95 %,4,16,0,-16.00 🔴,1
W11,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,89.21 %,4,16,8,-8.00 🔴,0
W25,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,85.75 %,4,16,0,-16.00 🔴,0
W10,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,91.98 %,4,16,16,0.00 🟢,0
W16,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,77.52 %,4,16,0,-16.00 🔴,1
Jun,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,85.43 %,4,16,0,-16.00 🔴,1
Jul,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,85.11 %,4,16,0,-16.00 🔴,1
W15,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,75.83 %,4,16,0,-16.00 🔴,0
W21,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,83.29 %,4,16,0,-16.00 🔴,1
W28,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,84.03 %,4,16,0,-16.00 🔴,0
W22,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,78.05 %,4,16,0,-16.00 🔴,1
Mai,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,83.2 %,4,16,0,-16.00 🔴,1
W12,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,85.45 %,4,16,0,-16.00 🔴,1
W14,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,83.06 %,4,16,0,-16.00 🔴,1
W26,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,84.08 %,4,16,0,-16.00 🔴,0
W19,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,86.74 %,4,16,0,-16.00 🔴,0
Fev,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,89.11 %,4,16,8,-8.00 🔴,0
W18,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,87.07 %,4,16,0,-16.00 🔴,1
W8,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,87.94 %,4,16,0,-16.00 🔴,1
W17,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,83.48 %,4,16,0,-16.00 🔴,1
W24,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,85.34 %,4,16,0,-16.00 🔴,0
W7,JM TRANSP.,,LM,PNR Revertido,> 90 %,> 88 %,87.52 %,4,16,0,-16.00 🔴,1
W23,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,54.55 %,3,12,0,-12.00 🔴,0
W12,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,50 %,3,12,0,-12.00 🔴,0
W29,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,0 %,3,12,0,-12.00 🔴,0
W21,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,69.23 %,3,12,0,-12.00 🔴,0
W17,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,50 %,3,12,0,-12.00 🔴,0
W27,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,54.55 %,3,12,0,-12.00 🔴,0
W16,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,76.92 %,3,12,0,-12.00 🔴,0
W11,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,54.55 %,3,12,0,-12.00 🔴,0
W22,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,63.64 %,3,12,0,-12.00 🔴,0
W14,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,36.36 %,3,12,0,-12.00 🔴,0
Jun,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,69.23 %,3,12,0,-12.00 🔴,0
W10,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,22.22 %,3,12,0,-12.00 🔴,0
Fev,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,58.33 %,3,12,0,-12.00 🔴,0
W25,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,58.33 %,3,12,0,-12.00 🔴,0
W24,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,66.67 %,3,12,0,-12.00 🔴,0
Mar,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,69.23 %,3,12,0,-12.00 🔴,0
W28,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,36.36 %,3,12,0,-12.00 🔴,0
Jul,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,9.09 %,3,12,0,-12.00 🔴,0
W15,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,90.91 %,3,12,12,0.00 🟢,0
W20,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,50 %,3,12,0,-12.00 🔴,0
W8,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,70 %,3,12,0,-12.00 🔴,1
W18,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,50 %,3,12,0,-12.00 🔴,0
Abr,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,53.85 %,3,12,0,-12.00 🔴,0
Mai,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,64.29 %,3,12,0,-12.00 🔴,0
W19,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,83.33 %,3,12,6,-6.00 🔴,0
W9,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,50 %,3,12,0,-12.00 🔴,0
W13,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,50 %,3,12,0,-12.00 🔴,0
W26,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,75 %,3,12,0,-12.00 🔴,0
W6,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,58.33 %,3,12,0,-12.00 🔴,0
W7,JM TRANSP.,,LM,% Real x D7 FDS (SVC) SPOT,> 90 %,> 80 %,58.33 %,3,12,0,-12.00 🔴,0
W21,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,6.09 %,3,12,6,-6.00 🔴,0
W8,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,5.25 %,3,12,6,-6.00 🔴,0
W16,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,3.44 %,3,12,12,0.00 🟢,0
W15,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,2.87 %,3,12,12,0.00 🟢,0
Mar,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,4.43 %,3,12,12,0.00 🟢,0
W29,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,2.81 %,3,12,12,0.00 🟢,0
W9,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,4.64 %,3,12,12,0.00 🟢,0
W11,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,4.33 %,3,12,12,0.00 🟢,0
W19,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,7.75 %,3,12,0,-12.00 🔴,0
W28,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,4.39 %,3,12,12,0.00 🟢,0
W25,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,4.14 %,3,12,12,0.00 🟢,0
W12,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,3.16 %,3,12,12,0.00 🟢,0
W7,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,6.11 %,3,12,6,-6.00 🔴,0
W6,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,3.84 %,3,12,12,0.00 🟢,0
W20,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,3.96 %,3,12,12,0.00 🟢,0
W14,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,4.87 %,3,12,12,0.00 🟢,0
W13,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,2.89 %,3,12,12,0.00 🟢,0
W23,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,5.03 %,3,12,6,-6.00 🔴,0
Abr,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,3.88 %,3,12,12,0.00 🟢,0
Fev,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,4.97 %,3,12,12,0.00 🟢,0
W27,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,1.61 %,3,12,12,0.00 🟢,0
W22,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,6.13 %,3,12,6,-6.00 🔴,0
Jul,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,3.17 %,3,12,12,0.00 🟢,0
W18,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,3.56 %,3,12,12,0.00 🟢,0
W26,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,3.95 %,3,12,12,0.00 🟢,0
W10,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,6.69 %,3,12,6,-6.00 🔴,0
W24,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,3.78 %,3,12,12,0.00 🟢,0
Jun,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,3.99 %,3,12,12,0.00 🟢,0
W17,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,5.11 %,3,12,6,-6.00 🔴,0
Mai,JM TRANSP.,,LM,Aceite Scheduling Pré Routing,< 5 %,< 7 %,5.74 %,3,12,6,-6.00 🔴,0
W26,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,86.82 %,5,20,0,-20.00 🔴,1
W16,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,65.97 %,5,20,0,-20.00 🔴,1
W23,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,91.83 %,5,20,0,-20.00 🔴,1
W12,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,69.53 %,5,20,0,-20.00 🔴,1
W24,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,95.76 %,5,20,20,0.00 🟢,0
W27,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,87.83 %,5,20,0,-20.00 🔴,1
W7,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,85.95 %,5,20,0,-20.00 🔴,1
W28,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,90.71 %,5,20,0,-20.00 🔴,1
W21,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,76.23 %,5,20,0,-20.00 🔴,1
W14,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,78.22 %,5,20,0,-20.00 🔴,1
W11,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,78.81 %,5,20,0,-20.00 🔴,1
Mai,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,73.61 %,5,20,0,-20.00 🔴,1
W19,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,69.84 %,5,20,0,-20.00 🔴,1
W22,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,82.41 %,5,20,0,-20.00 🔴,1
W20,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,72.3 %,5,20,0,-20.00 🔴,1
Jul,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,84.79 %,5,20,0,-20.00 🔴,1
Jun,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,90.46 %,5,20,0,-20.00 🔴,1
Mar,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,76.1 %,5,20,0,-20.00 🔴,1
W8,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,77.95 %,5,20,0,-20.00 🔴,1
W9,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,81.6 %,5,20,0,-20.00 🔴,1
W10,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,87.62 %,5,20,0,-20.00 🔴,1
W29,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,56.78 %,5,20,0,-20.00 🔴,1
W17,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,64.72 %,5,20,0,-20.00 🔴,1
Abr,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,68.25 %,5,20,0,-20.00 🔴,1
W13,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,68.95 %,5,20,0,-20.00 🔴,1
W18,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,63.05 %,5,20,0,-20.00 🔴,1
W6,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,77.14 %,5,20,0,-20.00 🔴,1
Fev,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,80.6 %,5,20,0,-20.00 🔴,1
W15,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,69.96 %,5,20,0,-20.00 🔴,1
W25,JM TRANSP.,,LM,SDD - % ER,> 95 %,> 93 %,89.78 %,5,20,0,-20.00 🔴,1
W22,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,87.38 %,5,20,0,-20.00 🔴,1
W7,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,88.07 %,5,20,0,-20.00 🔴,1
W27,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,82.54 %,5,20,0,-20.00 🔴,1
Mar,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,90.55 %,5,20,0,-20.00 🔴,1
W21,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,87.56 %,5,20,0,-20.00 🔴,1
W13,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,88 %,5,20,0,-20.00 🔴,1
W19,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,80.91 %,5,20,0,-20.00 🔴,1
W24,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,84.79 %,5,20,0,-20.00 🔴,1
W12,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,91.88 %,5,20,0,-20.00 🔴,1
W25,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,84.96 %,5,20,0,-20.00 🔴,1
W6,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,88.59 %,5,20,0,-20.00 🔴,1
W15,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,81.63 %,5,20,0,-20.00 🔴,1
W18,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,81.45 %,5,20,0,-20.00 🔴,1
Abr,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,84.77 %,5,20,0,-20.00 🔴,1
W11,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,94.82 %,5,20,10,-10.00 🔴,0
W8,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,95.51 %,5,20,20,0.00 🟢,0
Mai,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,83.69 %,5,20,0,-20.00 🔴,1
W9,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,91.54 %,5,20,0,-20.00 🔴,1
W28,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,84.96 %,5,20,0,-20.00 🔴,1
W26,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,85.83 %,5,20,0,-20.00 🔴,1
W23,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,89.46 %,5,20,0,-20.00 🔴,1
W14,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,85 %,5,20,0,-20.00 🔴,1
W20,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,86.54 %,5,20,0,-20.00 🔴,1
W29,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,44.41 %,5,20,0,-20.00 🔴,1
Jul,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,76.57 %,5,20,0,-20.00 🔴,1
Jun,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,86.68 %,5,20,0,-20.00 🔴,1
W10,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,92.23 %,5,20,0,-20.00 🔴,1
W17,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,82.88 %,5,20,0,-20.00 🔴,1
W16,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,87.7 %,5,20,0,-20.00 🔴,1
Fev,JM TRANSP.,,LM,% Utilização Frota Fixa (LM),> 95 %,> 93 %,90.93 %,5,20,0,-20.00 🔴,1
W13,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,95.78 %,8,32,0,-32.00 🔴,1
W21,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,94.19 %,8,32,0,-32.00 🔴,1
W16,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,95.59 %,8,32,0,-32.00 🔴,1
W10,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,96.01 %,8,32,0,-32.00 🔴,1
Abr,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,95.97 %,8,32,0,-32.00 🔴,1
Mar,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,95.81 %,8,32,0,-32.00 🔴,1
W14,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,95.2 %,8,32,0,-32.00 🔴,1
W15,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,96.36 %,8,32,0,-32.00 🔴,1
W23,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 96.59 %,95.13 %,8,32,0,-32.00 🔴,1
Jul,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 96.5 %,93.64 %,8,32,0,-32.00 🔴,1
W28,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 96.5 %,94.15 %,8,32,0,-32.00 🔴,1
W12,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,95.99 %,8,32,0,-32.00 🔴,1
W24,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 96.5 %,95.22 %,8,32,0,-32.00 🔴,1
W29,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 96.5 %,89 %,8,32,0,-32.00 🔴,1
Fev,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,96.58 %,8,32,0,-32.00 🔴,1
W25,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 96.5 %,94.75 %,8,32,0,-32.00 🔴,1
W17,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,96.01 %,8,32,0,-32.00 🔴,1
W26,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 96.5 %,95.01 %,8,32,0,-32.00 🔴,1
W11,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,95.79 %,8,32,0,-32.00 🔴,1
W22,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,95.73 %,8,32,0,-32.00 🔴,1
W20,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,95.22 %,8,32,0,-32.00 🔴,1
W18,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,95.64 %,8,32,0,-32.00 🔴,1
W27,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 96.5 %,94.54 %,8,32,0,-32.00 🔴,1
Mai,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,95.21 %,8,32,0,-32.00 🔴,1
W7,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,96.55 %,8,32,0,-32.00 🔴,1
W8,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,96.1 %,8,32,0,-32.00 🔴,1
Jun,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 96.5 %,94.99 %,8,32,0,-32.00 🔴,1
W6,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,97.3 %,8,32,16,-16.00 🔴,0
W9,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,96.35 %,8,32,0,-32.00 🔴,1
W19,JM TRANSP.,,XPT,Delivery Success XPT,> 98.2 %,> 97.2 %,96.18 %,8,32,0,-32.00 🔴,1
W15,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,100 %,6,24,24,0.00 🟢,0
W12,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,80 %,6,24,12,-12.00 🔴,0
W22,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,100 %,6,24,24,0.00 🟢,0
W17,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,75 %,6,24,0,-24.00 🔴,1
W9,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,83.33 %,6,24,12,-12.00 🔴,0
W14,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,75 %,6,24,0,-24.00 🔴,1
W28,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,40 %,6,24,0,-24.00 🔴,0
Abr,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,75 %,6,24,0,-24.00 🔴,1
W20,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,60 %,6,24,0,-24.00 🔴,1
W11,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,80 %,6,24,12,-12.00 🔴,0
Jun,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,80 %,6,24,12,-12.00 🔴,0
W19,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,75 %,6,24,0,-24.00 🔴,1
W7,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,75 %,6,24,0,-24.00 🔴,1
W24,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,100 %,6,24,24,0.00 🟢,0
W10,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,83.33 %,6,24,12,-12.00 🔴,0
Mai,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,80 %,6,24,12,-12.00 🔴,0
W16,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,100 %,6,24,24,0.00 🟢,0
W18,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,75 %,6,24,0,-24.00 🔴,1
W26,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,40 %,6,24,0,-24.00 🔴,1
W21,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,75 %,6,24,0,-24.00 🔴,1
Jul,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,20 %,6,24,0,-24.00 🔴,1
W27,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,80 %,6,24,12,-12.00 🔴,0
W29,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,0 %,6,24,0,-24.00 🔴,0
Mar,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,83.33 %,6,24,12,-12.00 🔴,0
W23,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,100 %,6,24,24,0.00 🟢,0
W8,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,100 %,6,24,24,0.00 🟢,0
